AIN,APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,STATUS,INCOME_AMT,SPECIAL_CONSIDERATIONS,ASK_AMT,IS_SUCCESSFUL
471755269,T3,CompanySponsored,C1700,Preservation,Association,1,0,N,5000,0
471755664,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
471756302,T3,Independent,C1700,Preservation,Trust,1,0,N,5000,1
471757698,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
471759609,T7,CompanySponsored,C1000,ProductDev,Trust,1,0,N,5000,0
471763074,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
471763102,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
471772028,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
471773610,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
471778835,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
471781956,T3,Independent,C1200,Preservation,Association,1,0,N,5000,1
471783219,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
471787358,T3,CompanySponsored,C1700,Preservation,Association,1,0,N,5000,1
471788132,T4,Independent,C3000,ProductDev,Trust,1,0,N,5000,1
471789267,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
471789504,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
471789840,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
471791195,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,88823,1
471792517,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
471793185,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
471794853,T3,CompanySponsored,C1000,Preservation,Trust,1,10000-24999,N,5000,1
471797578,T3,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,0
471798084,T4,Independent,C3000,ProductDev,Trust,1,0,N,5000,1
471801236,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
471801321,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
471801627,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
471803748,T7,Independent,C1000,ProductDev,Trust,1,0,N,5000,0
471804591,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
471806834,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
471808841,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,5000,1
471809604,T3,Independent,C1700,Preservation,Trust,1,10000-24999,N,16799,1
471810286,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
471810333,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
471812926,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
471815098,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
471816396,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
471818661,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
471819677,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
471823517,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
471824331,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
471826506,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
471826853,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,50432,0
471827054,T3,Independent,C4000,Preservation,Trust,1,0,N,5000,0
471829119,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
471831878,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
471833797,T19,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
471835566,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
471836092,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
471838167,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
471838299,T5,Independent,C3000,ProductDev,Association,1,0,N,5000,0
471839003,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
471839409,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
471840315,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
471841527,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
471842204,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
471842650,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
471846253,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,66029,1
471851004,T3,CompanySponsored,C1000,CommunityServ,Trust,1,0,N,5000,0
471851101,T4,Independent,C3000,ProductDev,Trust,1,0,N,5000,1
471852388,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,9754,1
471853077,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
471858269,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
471860309,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
471861125,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
471863402,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,139853,0
471865434,T19,Independent,C1000,Preservation,Trust,1,0,N,5000,1
471865564,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
471866196,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
471870306,T3,CompanySponsored,C1700,Preservation,Association,1,0,N,5000,0
471870723,T19,CompanySponsored,C1000,ProductDev,Association,1,100000-499999,N,33039,0
471870803,T3,Independent,C2000,Preservation,Association,1,0,N,5000,0
471870896,T6,Independent,C2000,ProductDev,Trust,1,0,N,5000,1
471871424,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
471872744,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
471878957,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
471880067,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
471880935,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,5000,1
471881310,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
471881630,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
471882772,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
471884407,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
471887992,T3,Independent,C4000,Preservation,Trust,1,0,N,5000,1
471889981,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
471890304,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
471890997,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,13420,0
471891550,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
471891734,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,5000,1
471892052,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,11345,0
471894135,T3,Independent,C2300,Preservation,Trust,1,25000-99999,N,60743,0
471896034,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,8883,1
471898091,T3,Independent,C7000,Preservation,Trust,1,10000-24999,N,10152,1
471899908,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
471899948,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,53364,1
471905845,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
471907777,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
471907804,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
471908855,T8,Independent,C1000,Preservation,Association,1,25000-99999,N,106069,0
471914728,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
471915858,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
471917593,T19,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
471918203,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
471920599,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
471921471,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
471924788,T6,Independent,C2000,ProductDev,Trust,1,25000-99999,N,8966,0
471925161,T7,Independent,C1000,ProductDev,Association,1,0,N,5000,0
471930613,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
471931603,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
471932139,T3,Independent,C4000,Preservation,Trust,1,0,N,5000,1
471932736,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,22722,1
471935051,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
471936907,T3,Independent,C7000,Preservation,Trust,1,100000-499999,N,102400,1
471939602,T3,Independent,C1700,Preservation,Trust,1,0,N,5000,1
471941752,T3,Independent,C1280,Preservation,Trust,1,0,N,5000,1
471942082,T3,CompanySponsored,C7100,Preservation,Trust,1,0,N,5000,1
471943254,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
471943405,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
471944336,T3,Independent,C1200,Preservation,Trust,1,10000-24999,N,5000,1
471948138,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,1
471953294,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
471953754,T3,Independent,C1280,Preservation,Trust,1,0,N,5000,1
471960904,T3,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,0
471961016,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
471963822,T3,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,1
471964353,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
471965755,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,1
471966581,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,48661,1
471967764,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
471970610,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
471972899,T3,Independent,C1200,Preservation,Association,1,0,N,5000,1
471973823,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,85197,0
471976117,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
471976974,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
471978341,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
471979525,T3,Independent,C1270,Preservation,Trust,1,0,N,5000,1
471979779,T3,CompanySponsored,C2100,Preservation,Trust,1,100000-499999,N,51570,0
471980131,T3,Independent,C1700,Preservation,Trust,1,0,N,5000,1
471983598,T3,Independent,C1000,Preservation,Association,1,1-9999,N,5000,0
471985967,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
471992323,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
471996323,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,5000,1
471996607,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
472000023,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
472004747,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
472010599,T3,Independent,C4000,Preservation,Association,1,0,N,5000,1
472012349,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472012921,T3,Independent,C1230,Preservation,Trust,1,0,N,5000,1
472013068,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,10292,1
472013800,T3,Independent,C2000,Preservation,Association,1,0,N,5000,0
472021678,T3,Independent,C1000,Preservation,Association,1,0,Y,5000,0
472021828,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,5000,1
472022718,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
472022946,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472023676,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472023928,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472031374,T3,Independent,C1700,Preservation,Trust,1,0,N,5000,1
472034580,T3,Independent,C2000,Preservation,Association,1,0,N,5000,0
472035401,T3,Independent,C1235,Preservation,Trust,1,0,N,5000,1
472035778,T3,Independent,C1700,Preservation,Trust,1,25000-99999,N,18811,1
472039844,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
472040197,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
472041436,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
472042134,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,79040,1
472049812,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
472051631,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
472051694,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
472052233,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472052359,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472054765,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472054889,T3,CompanySponsored,C1200,Preservation,Trust,1,25000-99999,N,10424,0
472055055,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472059139,T3,CompanySponsored,C2100,Preservation,Trust,1,100000-499999,N,50690,0
472059704,T3,CompanySponsored,C1200,Preservation,Trust,1,25000-99999,N,12194,0
472061533,T3,CompanySponsored,C1200,CommunityServ,Association,1,0,N,5000,0
472062275,T3,CompanySponsored,C2700,Preservation,Trust,1,0,N,5000,1
472066430,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
472071076,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,7007,1
472074384,T3,CompanySponsored,C2700,Preservation,Trust,1,0,N,5000,1
472074851,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472076005,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,1
472079722,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472085673,T3,Independent,C8000,Preservation,Trust,1,0,N,5000,1
472091222,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
472094805,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472099713,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
472102462,T3,Independent,C2000,Preservation,Association,1,10000-24999,N,6504,0
472103263,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472103502,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
472104403,T3,Independent,C1267,Preservation,Trust,1,0,N,5000,0
472105063,T3,Independent,C1200,Preservation,Association,1,0,N,5000,0
472106601,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
472109200,T3,Independent,C1240,Preservation,Trust,1,0,N,5000,0
472114163,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472117840,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
472120289,T19,Independent,C1000,Preservation,Trust,1,1-9999,N,5202,1
472121530,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472125065,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,5000,0
472127983,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
472128259,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
472131562,T3,Independent,C1000,Preservation,Trust,1,10000-24999,N,15389,1
472134965,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,5000,1
472135889,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
472136628,T3,CompanySponsored,C1200,Preservation,Trust,1,25000-99999,N,5000,0
472138973,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
472139885,T3,Independent,C1000,Preservation,Association,1,0,N,5000,0
472142999,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472143606,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472143787,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472144690,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,113659,1
472144898,T3,Independent,C2800,Preservation,Association,1,0,N,5000,0
472146936,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,5000,1
472149929,T3,Independent,C1280,Preservation,Trust,1,100000-499999,N,121247,1
472150005,T4,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
472151416,T3,Independent,C2000,Preservation,Trust,1,1-9999,Y,5000,0
472152706,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
472153153,T7,CompanySponsored,C1000,ProductDev,Trust,1,0,N,5000,0
472153367,T3,Independent,C1230,Preservation,Trust,1,0,N,5000,1
472164544,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
472165130,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,16288,1
472167684,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472168151,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
472177468,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472177516,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
472178978,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
472182396,T3,Independent,C1230,Preservation,Trust,1,0,N,5000,1
472186625,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472187385,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,5000,1
472187673,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
472188975,T3,Independent,C1700,Preservation,Trust,1,0,N,5000,0
472189947,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
472190092,T3,Independent,C1200,Preservation,Association,1,0,N,5000,0
472190645,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472194019,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472194175,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
472197142,T3,Independent,C2000,Preservation,Association,1,0,N,5000,0
472199549,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
472199904,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,8700,1
472209047,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
472209487,T6,Independent,C1000,ProductDev,Association,1,0,N,5000,1
472211052,T3,Independent,C2800,Preservation,Trust,1,25000-99999,N,5000,1
472216539,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
472217172,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,35910,1
472217931,T3,CompanySponsored,C1200,Preservation,Trust,1,10000-24999,N,5000,0
472223348,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
472223884,T3,Independent,C7000,Preservation,Trust,1,1-9999,N,5000,1
472226415,T3,Independent,C1240,Preservation,Association,1,0,N,5000,1
472227795,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
472227858,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472230647,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,204539,0
472231985,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
472232327,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472232764,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
472233088,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472233168,T3,Independent,C4000,Preservation,Trust,1,0,N,5000,1
472233210,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
472233711,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
472233909,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472235371,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472238162,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472240094,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472240396,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472241924,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
472242651,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,1
472244358,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472245566,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
472246865,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
472247286,T3,Independent,C1000,Preservation,Trust,1,10000-24999,N,5000,1
472249668,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
472251421,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
472251895,T3,CompanySponsored,C1200,CommunityServ,Association,1,0,N,5000,0
472253661,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
472256284,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
472258180,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
472258315,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
472258687,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
472259640,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
472259809,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
472260347,T3,CompanySponsored,C1200,CommunityServ,Trust,1,0,N,5000,0
472260598,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472261024,T6,Independent,C2000,ProductDev,Trust,1,25000-99999,N,275771,1
472262172,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
472265496,T3,CompanySponsored,C1200,CommunityServ,Association,1,0,N,5000,0
472266428,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
472267468,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
472268680,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
472269198,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,5000,1
472271908,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
472273982,T3,Independent,C1000,Preservation,Trust,1,10000-24999,N,278940,1
472274676,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472280245,T6,Independent,C1000,ProductDev,Trust,1,100000-499999,N,5000,1
472284288,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472287485,T3,Independent,C1400,Preservation,Trust,1,0,N,5000,1
472288628,T3,CompanySponsored,C1200,Preservation,Trust,1,1-9999,N,5000,0
472292190,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
472292873,T3,CompanySponsored,C1200,Preservation,Trust,1,100000-499999,N,44309,0
472293338,T3,Independent,C1237,Preservation,Association,1,0,N,5000,0
472294315,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
472298071,T3,CompanySponsored,C1200,CommunityServ,Association,1,0,N,5000,0
472301192,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
472306398,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472306787,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472307507,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
472308282,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
472308380,T3,Independent,C1270,Preservation,Trust,1,0,N,5000,1
472319034,T3,CompanySponsored,C1200,Preservation,Trust,1,100000-499999,N,5000,0
472323044,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472323280,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
472324644,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472326417,T3,CompanySponsored,C1200,CommunityServ,Association,1,0,N,5000,0
472328889,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472331883,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,160651,1
472331967,T19,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
472333682,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472333880,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472337795,T6,Independent,C2000,ProductDev,Trust,1,10000-24999,N,208537,0
472340358,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472342822,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,15859,0
472346552,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
472351559,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472353230,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,88859,1
472353462,T3,CompanySponsored,C1700,Preservation,Association,1,0,N,5000,0
472354582,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
472356983,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
472360274,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472360385,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472360783,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
472362592,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
472362769,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472363133,T3,Independent,C7120,Preservation,Trust,1,1-9999,N,5000,1
472363758,T3,CompanySponsored,C1000,CommunityServ,Trust,1,0,N,5000,0
472365906,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472366725,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
472367706,T3,CompanySponsored,C1200,Preservation,Trust,1,1-9999,N,5000,0
472369489,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,11351,1
472369828,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472370655,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472372361,T3,Independent,C1200,Preservation,Trust,1,10000-24999,N,93799,1
472372987,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472373417,T19,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
472375958,T3,Independent,C1000,Preservation,Association,1,0,N,5000,0
472377396,T3,Independent,C1280,Preservation,Trust,1,0,N,5000,0
472380296,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472380592,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472381894,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472383769,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
472384562,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472386598,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472387785,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
472390762,T3,Independent,C1200,Preservation,Trust,1,1-9999,N,6798,1
472391152,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
472393131,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
472394601,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,151684,1
472395855,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
472396928,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,16470,1
472397436,T3,Independent,C1000,Preservation,Association,1,1-9999,N,5901,1
472397654,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472398647,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472399024,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
472400321,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
472402063,T3,CompanySponsored,C1000,Preservation,Trust,1,1M-5M,N,35113175,1
472402147,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
472406424,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
472411489,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,5000,1
472411983,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
472414281,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
472415552,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,1
472417086,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
472419731,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472422053,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
472423674,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472424058,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472431089,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
472431385,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
472432889,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472433168,T3,Independent,C4000,Preservation,Trust,1,0,N,5000,1
